match_id,name0,name1,winner,winner_name,actions,duration,p0_decisions,p0_max_s,p0_mean_s,p0_total_s,p1_decisions,p1_max_s,p1_mean_s,p1_total_s,error
0,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,17,1.878,13,0.4103,0.1439,1.87,4,0.0003,0.0002,0.0,
1,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,19,2.483,5,0.0003,0.0002,0.0,14,0.5122,0.1768,2.47,
2,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,13,0.695,8,0.2658,0.086,0.69,5,0.0004,0.0003,0.0,
3,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,18,2.271,5,0.0003,0.0002,0.0,13,0.4472,0.1741,2.26,
4,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,62,14.051,46,0.9304,0.3049,14.02,16,0.0005,0.0002,0.0,
5,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,31,4.339,13,0.0004,0.0003,0.0,18,0.833,0.2402,4.32,
6,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,18,2.15,15,0.5638,0.1429,2.14,3,0.0002,0.0001,0.0,
7,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,17,1.179,8,0.0005,0.0002,0.0,9,0.3241,0.13,1.17,
8,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,33,6.722,22,0.9071,0.3048,6.71,11,0.0004,0.0003,0.0,
9,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,21,4.237,5,0.0003,0.0002,0.0,16,0.5043,0.2643,4.23,
10,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,20,2.232,17,0.4924,0.1308,2.22,3,0.0004,0.0002,0.0,
11,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,14,1.111,5,0.0002,0.0002,0.0,9,0.3434,0.1227,1.1,
12,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,23,4.743,18,0.7318,0.2629,4.73,5,0.0005,0.0003,0.0,
13,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,41,6.386,17,0.0005,0.0002,0.0,24,0.903,0.2653,6.37,
14,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,41,7.625,24,1.0067,0.3168,7.6,17,0.0005,0.0003,0.01,
15,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,31,4.714,12,0.0004,0.0002,0.0,19,0.734,0.2474,4.7,
