match_id,name0,name1,winner,winner_name,actions,duration,p0_decisions,p0_max_s,p0_mean_s,p0_total_s,p1_decisions,p1_max_s,p1_mean_s,p1_total_s,error
0,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,52,8.908,43,0.7558,0.2068,8.89,9,0.0003,0.0002,0.0,
1,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,38,6.702,7,0.0004,0.0002,0.0,31,0.7888,0.2158,6.69,
2,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,45,7.908,39,0.5321,0.2025,7.9,6,0.0005,0.0002,0.0,
3,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,29,4.644,5,0.0002,0.0001,0.0,24,0.5755,0.1931,4.64,
4,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,42,7.391,38,0.5515,0.1942,7.38,4,0.0002,0.0001,0.0,
5,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,82,13.983,19,0.0003,0.0002,0.0,63,0.8671,0.2216,13.96,
6,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,68,16.108,59,0.9393,0.2727,16.09,9,0.0003,0.0002,0.0,
7,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,35,7.228,7,0.0003,0.0002,0.0,28,0.6798,0.2578,7.22,
8,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,45,9.966,37,0.8765,0.269,9.95,8,0.0003,0.0002,0.0,
9,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,125,17.021,50,0.0003,0.0002,0.01,75,0.9028,0.2264,16.98,
10,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,32,5.256,27,0.5889,0.1943,5.24,5,0.0009,0.0004,0.0,
11,Greedy_Agent,PIMC_Agent,0,Greedy_Agent,118,19.51,27,0.0004,0.0002,0.0,91,0.9152,0.2141,19.48,
12,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,70,15.553,54,0.8444,0.2876,15.53,16,0.0004,0.0002,0.0,
13,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,53,13.173,11,0.0003,0.0001,0.0,42,0.7797,0.3133,13.16,
14,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,48,7.914,39,0.7247,0.2026,7.9,9,0.0002,0.0001,0.0,
15,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,140,21.141,47,0.0004,0.0002,0.01,93,0.6543,0.2269,21.1,
