match_id,name0,name1,winner,winner_name,actions,duration,p0_decisions,p0_max_s,p0_mean_s,p0_total_s,p1_decisions,p1_max_s,p1_mean_s,p1_total_s,error
0,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,40,2.893,25,0.4035,0.1153,2.88,15,0.0002,0.0001,0.0,
1,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,16,1.1,5,0.0003,0.0002,0.0,11,0.2802,0.0995,1.09,
2,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,35,2.301,19,0.4405,0.1206,2.29,16,0.0002,0.0001,0.0,
3,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,17,0.859,7,0.0001,0.0001,0.0,10,0.1918,0.0855,0.85,
4,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,17,0.8,12,0.26,0.0663,0.8,5,0.0002,0.0001,0.0,
5,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,23,1.531,7,0.0002,0.0001,0.0,16,0.3546,0.0953,1.53,
6,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,13,0.423,10,0.1343,0.042,0.42,3,0.0001,0.0001,0.0,
7,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,20,0.906,7,0.0002,0.0001,0.0,13,0.2309,0.0692,0.9,
8,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,20,0.894,14,0.2581,0.0635,0.89,6,0.0002,0.0001,0.0,
9,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,34,2.659,12,0.0002,0.0001,0.0,22,0.2779,0.1205,2.65,
10,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,15,0.608,10,0.2081,0.0604,0.6,5,0.0001,0.0001,0.0,
11,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,33,1.698,18,0.0002,0.0001,0.0,15,0.3621,0.1127,1.69,
12,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,16,0.755,11,0.1635,0.0683,0.75,5,0.0001,0.0001,0.0,
13,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,30,1.927,11,0.0001,0.0001,0.0,19,0.39,0.1011,1.92,
14,PIMC_Agent,Greedy_Agent,0,PIMC_Agent,43,2.178,31,0.2448,0.07,2.17,12,0.0001,0.0001,0.0,
15,Greedy_Agent,PIMC_Agent,1,PIMC_Agent,27,2.0,6,0.0002,0.0001,0.0,21,0.276,0.0949,1.99,
