match_id,name0,name1,winner,winner_name,actions,duration,p0_decisions,p0_max_s,p0_mean_s,p0_total_s,p1_decisions,p1_max_s,p1_mean_s,p1_total_s,error
0,PIMC_Agent,Random_Agent,0,PIMC_Agent,14,0.768,12,0.2712,0.0636,0.76,2,0.0002,0.0001,0.0,
1,Random_Agent,PIMC_Agent,1,PIMC_Agent,91,6.335,43,0.0003,0.0001,0.01,48,0.4803,0.1315,6.31,
2,PIMC_Agent,Random_Agent,0,PIMC_Agent,139,10.767,80,0.4232,0.1342,10.73,59,0.0003,0.0001,0.01,
3,Random_Agent,PIMC_Agent,1,PIMC_Agent,17,0.685,8,0.0001,0.0001,0.0,9,0.179,0.0756,0.68,
4,PIMC_Agent,Random_Agent,0,PIMC_Agent,30,2.164,23,0.3059,0.0938,2.16,7,0.0001,0.0001,0.0,
5,Random_Agent,PIMC_Agent,1,PIMC_Agent,19,1.359,5,0.0002,0.0001,0.0,14,0.3171,0.0968,1.35,
6,PIMC_Agent,Random_Agent,0,PIMC_Agent,15,0.56,11,0.1645,0.0506,0.56,4,0.0001,0.0001,0.0,
7,Random_Agent,PIMC_Agent,1,PIMC_Agent,13,0.519,4,0.0002,0.0001,0.0,9,0.1551,0.0573,0.52,
8,PIMC_Agent,Random_Agent,0,PIMC_Agent,27,1.258,18,0.2578,0.0695,1.25,9,0.0002,0.0001,0.0,
9,Random_Agent,PIMC_Agent,1,PIMC_Agent,108,5.432,53,0.0002,0.0001,0.01,55,0.4032,0.0983,5.41,
10,PIMC_Agent,Random_Agent,0,PIMC_Agent,90,8.148,49,0.4604,0.1659,8.13,41,0.0002,0.0001,0.0,
11,Random_Agent,PIMC_Agent,1,PIMC_Agent,16,0.99,4,0.0002,0.0001,0.0,12,0.2596,0.0822,0.99,
12,PIMC_Agent,Random_Agent,0,PIMC_Agent,15,0.465,10,0.1398,0.0461,0.46,5,0.0002,0.0001,0.0,
13,Random_Agent,PIMC_Agent,1,PIMC_Agent,113,8.858,48,0.0002,0.0001,0.0,65,0.3607,0.1359,8.83,
14,PIMC_Agent,Random_Agent,0,PIMC_Agent,17,0.959,11,0.2297,0.0868,0.95,6,0.0002,0.0001,0.0,
15,Random_Agent,PIMC_Agent,1,PIMC_Agent,19,0.781,7,0.0004,0.0001,0.0,12,0.2648,0.0647,0.78,
